αλεκτοροφωνια	cock-crowing
αλεκτωρ	a cock
Αλεξανδρευς	an Alexandrian
Αλεξανδρινος	Alexandrian
Αλεξανδρος	Alexander
αλευρον	real
αληθεια	truth | truthfulness, truth
αληθευω	to speak the truth
αληθης	true | truthful
αληθινος	true
αληθω	to grind
αληθως	truly, surely
αλιευς	
αλιευω	to fish
αλιζω	to salt | season with salt
αλισγημα	pollution
αλλα	otherwise | on the other hand | but | not so much . . . as | but | yet | still | at least | yea | nay | nor yet | yet at least | save only | except
αλλασσω	to change:  | to transform:  | to exchange: c. acc., seq. 
αλλαχοθεν	from another place
αλλαχου	elsewhere
αλληγορεω	to speak allegorically
αλληλουια	hallelujah | alleluia
αλληλων	of one another | mutually
αλλογενης	of another race | a foreigner
αλλομαι	to leap | to spring up
αλλος	other | another | the other | the others, the rest
αλλοτριεπισκοπος	one who meddles in things alien to his calling
αλλοτριος	belonging to another | not one's own | foreign | strange | alien
αλλοφυλος	foreign | of another race | a Gentile
αλλως	otherwise
αλοαω	to thresh
αλογος	without reason | irrational | contrary to reason
αλοη	the aloe | aloes
αλς	variant for 
αλυκος	salt
αλυπος	free from grief
αλυσις	a chain, bond
αλυσιτελης	unprofitable
Αλφα	Alpha
Αλφαιος	Alphæus
αλων	a threshing floor
αλωπηξ	a fox
αλωσις	a taking | capture
αμα	at once | together with | early in the morning
αμαθης	unlearned | ignorant
αμαραντινος	of amaranth | unfading
αμαραντος	unfading
αμαρτανω	to miss the mark | to err | do wrong | to violate God's law | to sin
αμαρτημα	a sinful deed | a sin
αμαρτια	a missing the mark | guilt | sin | a fault, failure | a sinning, sin | sin | a sinful deed | a sin
αμαρτυρος	without witness
αμαρτωλος	sinful | a sinner
αμαχος	invincible | abstaining from fighting | non-combatant | not contentious
αμαω	to reap
αμεθυστος	amethyst
αμελεω	to be careless | not to care | to be careless of | to neglect
αμεμπτος	blameless | free from fault
αμεμπτως	blamelessly
αμεριμνος	free from anxiety | care
αμεταθετος	immutable | immutability
αμετακινητος	immovable | firm
αμεταμελητος	not repented of | unregretted
αμετανοητος	impenitent | = 
αμετρος	without measure | excessively
αμην	As  | truly | verily
αμητωρ	without a mother
αμιαντος	undefiled | free from contamination
Αμιναδαβ	Amminadab
αμμος	sand | sandy ground
αμνος	a lamb
αμοιβη	requital | recompense
αμπελος	vine
αμπελουργος	a vine dresser
αμπελων	a vineyard
Αμπλιατος	Ampliatus
αμυνω	to ward off | to defend oneself against | to requite | to defend | assist
αμφιαζω	to clothe
αμφιβαλλω	to throw around
αμφιβληστρον	something thrown around | a casting-net
αμφιεζω	
αμφιεννυμι	to clothe
Αμφιπολις	Amphipolis
αμφοδον	a road around
αμφοτεροι	both
αμωμητος	blameless
αμωμον	amomum
αμωμος	without blemish | unblemished | faultless
Αμων	Amon
Αμως	Amon | Amos
αν_1	ever, soever | until | as soon as | as it were
αν_2	
ανα	upwards | up | among | between | in turn | apiece, by | up | to | anew | back
αναβαθμος	a going up | an ascent | a step | a flight of stairs
αναβαινω	to go up | ascend | to rise | spring up | come up
αναβαλλω	to defer | put off
αναβιβαζω	to make go up | draw up
αναβλεπω	to look up | to recover sight
αναβλεψις	recovery of sight
αναβοαω	to cry out
αναβολη	delay
αναγαιον	an upper room
αναγγελλω	to bring back word | report | to announce, declare
αναγενναω	to beget again
αναγινωσκω	to know certainly | know again | recognize | to read
αναγκαζω	to necessitate | compel by force |  persuasion, constrain
αναγκαιος	necessary | near | intimate
αναγκαστως	necessarily | by constraint
αναγκη	necessity | to be compelled | of necessity | force | violence | pain | distress
αναγνωριζω	to recognize
αναγνωσις	recognition | reading
αναγω	to lead | bring up | to produce and set before | to offer | to put to sea
αναδεικνυμι	to lift up and show | show forth | declare | to consecrate | set apart
αναδειξις	a shewing forth | announcement
αναδεχομαι	to assume | undertake | to receive
αναδιδωμι	to give forth | send up | to give up | yield | hand over
αναζαω	to live again | regain life
αναζητεω	to look for | seek carefully
αναζωννυμι	to gird up
αναζωπυργεω	to kindle afresh
αναθαλλω	to revive
αναθεμα	that which is laid by | a votive offering | devoted, a thing devoted to God | a curse | accursed
αναθεματιζω	to devote to destruction | declare | invoke anathema | to bind oneself under a curse
αναθεωρεω	to observe carefully | consider well
αναθημα	a gift set up | a votive offering
αναιδια	shamelessness | importunity
αναιρεσις	a taking up | away | a destroying | slaying | murder
αναιρεω	to take up | to take away | make an end of | destroy | to kill
αναιτιος	guiltless | innocent
ανακαθιζω	to set up | to sit up
ανακαινιζω	to renew
ανακαινοω	to make new
ανακαινωσις	renewal
ανακαλυπτω	to unveil
ανακαμπτω	to bend | turn back | to return
ανακειμαι	to be laid up | laid | to recline at table
ανακεφαλαιοω	to sum up | gather up
ανακλινω	to lay upon | lean against | to lay down | to make to recline | to lie back | recline
ανακραζω	to cry out | shout
ανακρινω	to examine | investigate | question
ανακρισις	an examination
ανακυλιω	to roll up | to roll back
ανακυπτω	to lift oneself up | to be elated
αναλαμβανω	to take up | raise | to take up | take to oneself
αναλημψις	a taking up
αναληψις	
αναλισκω	to expend | to consume, destroy
αναλογια	proportion
αναλογιζομαι	to consider
αναλος	saltless | insipid
αναλυσις	a loosing | departure
αναλυω	to unloose | to unloose for departure | depart | to return
αναμαρτητος	without missing | unerring | faultless | without sin
αναμενω	to await
αναμιμνησκω	to remind | call to one's remembrance | to remember | call to mind
αναμνησις	remembrance
ανανεοω	to renew
ανανηφω	to return to soberness
Ανανιας	Ananias
αναντιρητος	not to be contradicted | undeniable
αναντιρητως	without contradiction
αναξιος	unworthy
αναξιως	in an unworthy manner
αναπαυσις	cessation | rest | refreshment
αναπαυω	to give intermission from labour | to give rest | refresh | to ta |  rest, enjoy rest
αναπειθω	to persuade | incite
αναπειρος	
αναπεμπω	to send up | to send back
αναπηδαω	to leap up
αναπηρος	maimed | crippled
αναπιπτω	to fall back | to recline | to lean back
αναπληροω	to fill up | make full | take one's place | complete the number | observe perfectly | fulfilled | to supply
αναπολογητος	without excuse | inexcusable
αναπτυσσω	to unroll
αναπτω	to kindle
αναριθμητος	innumerable
ανασειω	to shake out | shake back | move to and fro | to stir up | to excite
ανασκευαζω	to pack up baggage | to dismantle | ravage | destroy | to unsettle | subvert
ανασπαω	to draw up
αναστασις	a raising up | awakening | rising | a rising from the dead
αναστατοω	to stir up | excite | unsettle
ανασταυροω	to impale | to raise on a cross | crucify | to crucify again
αναστεναζω	to sigh deeply
αναστρεφω	to overturn | to turn back | return | to turn hither and thither | to turn oneself about | sojourn | dwell | to conduct oneself | behave | live
αναστροφη	a turning down | back | a wheeling about | manner of life | behaviour | conduct
ανατασσομαι	to arrange in order | bring together from memory
ανατελλω	to cause to rise | to rise
ανατιθημι	to lay upon | set up | to set forth | declare
ανατολη	a rising | the sun-rising | the east
ανατρεπω	to overturn | destroy | to subvert
ανατρεφω	to nurse up | nourish | educate | bring up
αναφαινομαι	to bring to light | make to appear | having sighted | to appear | be made manifest
αναφερω	to carry | lead up | to bring to the altar | to offer | to bear | sustain
αναφωνεω	to cry out | exclaim
αναχυσις	a pouring out | overflowing | excess
αναχωρεω	to go back | to withdraw
αναψυξις	a refreshing
αναψυχω	to refresh
ανδραποδιστης	a slave-dealer | kidnapper
Ανδρεας	Andrew
ανδριζω	to make a man of | to play the man
Ανδρονικος	Andronicus
ανδροφονος	a man-slayer
ανεγκλητος	not to be called to account | unreprovable
ανεκδιηγητος	inexpressible
ανεκλαλητος	unspeakable
ανεκλειπτος	unfailing
ανεκτος	tolerable
ανελεημων	without mercy
ανελεος	merciless
ανεμιζω	to be driven by the wind
ανεμος	wind
ανενδεκτος	impossible | inadmissible
ανεξεραυνητος	unsearchable
ανεξικακος	patiently forbearing
ανεξιχνιαστος	that cannot be traced out
ανεπαισχυντος	not to be put to shame
ανεπιλημπτος	without reproach
ανερχομαι	to go up
ανεσις	a loosening, relaxation | relief
ανεταζω	to examine judicially
ανευ	without
ανευθετος	not well placed | not fit
ανευρισκω	to find out | discover
ανεχω	to hold up | to bear with | endure | to bear with | to listen to
ανεψιος	a cousin
ανηθον	anise
ανηκω	to have come up to | it is due | it is befitting
ανημερος	not tame | savage
ανηρ	a man | husband | a man | a male person
ανθιστημι	to set against | to withstand | resist | oppose
ανθομολογεομαι	to make a mutual agreement | to acknowledge fully | confess | to declare one's praises | give thanks to
ανθος	a flower
ανθρακια	a heap of burning coals
ανθραξ	coal | charcoal | a burning coal
ανθρωπαρεσκος	studying to please men
ανθρωπινος	human | human judgment | temptation such as man can bear | I speak in human fashion
ανθρωποκτονος	a murderer | manslayer
ανθρωπος	man | a merchant | men | people | some one | a man | one
ανθυπατευω	to be proconsul
ανθυπατος	supreme | a consul | a proconsul
ανιημι	to send up | produce | to send back | to let go | to relax | loosen | to give up | desist from
ανιλεως	
ανιπτος	unwashed
ανιστημι	to raise up | to raise up | cause to be born or appear | to rise | to arise | appear
Αννα	Anna
Αννας	Annas
ανοητος	not thought on | not understood | not understanding | foolish
ανοια	folly | foolishness
ανοιγω	to open
ανοικοδομεω	to build again | rebuild
ανοιξις	an opening | as often as I open
ανομια	lawlessness | iniquity
ανομος	lawless | wicked | without law
ανομως	lawlessly | without law
ανορθοω	to set upright or straight again | restore
ανοσιος	unholy | profane
ανοχη	a holding back | delaying | forbearance
ανταγωνιζομαι	to struggle against
ανταλλαγμα	an exchange
ανταναπληροω	to fill up in turn
ανταποδιδωμι	to give back as an equivalent | recompense | requital
ανταποδομα	requital
ανταποδοσις	recompense
ανταποκρινομαι	to answer again | reply against
αντειπον	to speak against | gainsay
αντεχω	to hold against | to withstand | to hold out against | to hold firmly to | cleave to
αντι	over against | opposite | instead of | in place of | for | because | over against
αντιβαλλω	to throw in turn | exchange
αντιδιατιθημι	to place oneself in opposition | oppose
αντιδικος	an opponent in a lawsuit | adversary
αντιθεσις	opposition
αντικαθιστημι	to replace | oppose | to supersede | to resist
αντικαλεω	to invite in turn
αντικειμαι	to lie opposite to | to oppose | withstand | resist
αντικρυς	outright | over against
αντιλαμβανω	to take instead of | in turn | to take hold of | to help | to partake of
αντιλεγω	contradict | oppose | resist
αντιλημψις	a laying hold of | an exchange | Hellenistic (LXX, 
αντιληψις	
αντιλογια	gain-saying | strife
αντιλοιδορεω	to revile in turn
αντιλυτρον	a ransom
αντιμετρεω	to measure in return
αντιμισθια	a reward | requital
Αντιοχεια	Antioch
Αντιοχευς	a citizen of Antioch | an Antiochian
αντιπαρερχομαι	to pass by opposite to
Αντιπας	Antipas
Αντιπατρις	Antipatris
αντιπερα	on the opposite side
αντιπιπτω	to fall against | upon | to strive against | resist
αντιστρατευομαι	to make war against
αντιτασσω	to range on battle against | to set oneself against | resist
αντιτυπος	striking back | resisting | adverse | struck back | corresponding to
αντιχριστος	Antichrist, "one who assuming the guise of Christ opposes Christ" (Westc., 
αντλεω	to bale out | to draw water
αντλημα	what is drawn | a vessel to draw with | a bucket
αντοφθαλμεω	to look in the face | look straight at | to face | withstand | to beat up against the wind
ανυδρος	waterless
ανυποκριτος	unfeigned
ανυποτακτος	not subject to rule | unruly
ανω	up | upwards | above
ανωγαιον	
ανωθεν	from above | from the first | from the beginning | anew | again
ανωτερικος	upper
ανωτερος	higher | above | before
ανωφελης	unprofitable | unprofitableness
αξινη	an axe
αξιος	of weight | worth | befitting | meet | worthy
αξιοω	to deem worthy | to think fit
αξιως	worthily
αορατος	unseen | invisible
απαγγελλω	 to report | announce | declare
απαγχω	to strangle | to hang oneself
απαγω	to lead away
απαιδευτος	uninstructed | ignorant
απαιρω	to lift off | to take away
απαιτεω	to ask back | demand back
απαλγεω	to cease to feel pain for | to despair | to become callous | reckless
απαλλασσω	to remove | release | to depart | to be quit of
απαλλοτριοω	to alienate | estrange
απαλος	tender
απανταω	to go to meet | to meet
απαντησις	a meeting | to meet
απαξ	once | twice | once for all
απαραβατος	inviolable
απαρασκευαστος	unprepared
απαρνεομαι	to deny
απαρτι	from now | henceforth
απαρτισμος	completion
απαρχη	the beginning of a sacrifice | first fruits
απας	all | the whole | altogether
απασπαζομαι	to take leave ofto take leave of
απαταω	to deceive
απατη	deceit | deceitfulness
απατωρ	fatherless | without father
απαυγασμα	radiance | effulgence
απειδον	
απειθεια	disobedience
απειθεω	to disobey | be disobedient
απειθης	disobedient
απειθια	
απειλεω	to threaten
απειλη	threatening | threat
απειμι	to be absent
απειμι_2	to depart
απειπον	to tell out | to forbid | to renounce
απειραστος	untempted | untried | without experience
απειρος	without experience of
απεκδεχομαι	to await | expect eagerly
απεκδυσις	a putting | stripping off
απεκδυω	to strip off | to strip off from oneself | to strip | despoil
απελαυνω	to drive away
απελεγμος	refutation | disrepute
απελευθερος	a freedman
Απελλης	Apelles
απελπιζω	to give up in despair | despair of | to hope to receive from | in return
απεναντι	over against | before | in the presence of | against
απεραντος	endless | interminable
απερισπαστως	without distraction
απεριτμητος	uncircumcised
απερχομαι	to go away | depart | to arrive | to go after | follow
απεχω	to hold back | keep off | to have in full | to have received | it is enough | to be away | distant | to abstain
απιστεω	to disbelieve | be faithless | = 
απιστια	want of faith | unbelief
απιστος	incredible | without faith | trust | unbelieving
απλοτης	simplicity | sincerity | liberality | graciousness
απλοος	
απλους	simple | single
απλως	simply | sincerely | graciously
απο	from | since | a year ago
αποβαινω	to step off | disembark | to issue | turn out
αποβαλλω	to throw off | to lose | let go
αποβλεπω	to look away from all else at one object | to look steadfastly
αποβλητος	to be thrown away | rejected
αποβολη	a throwing away | rejection | a losing | loss
απογινομαι	to be away | removed from | to depart life | to die
απογραφη	a written copy | a deposition | a register | enrolment | census
απογραφω	to write out | copy | to enrol | to enrol oneself
αποδεικνυμι	to bring out | show forth | exhibit | to declare | show | to prove | to proclaim
αποδειξις	a showing off | demonstration | certain proof
αποδεκατευω	to tithe | pay a tenth of
αποδεκατοω	to tithe | pay a tenth of | to exact tithes from | to decimate
αποδεκτος	acceptable
αποδεχομαι	to accept gladly | welcome | receive
αποδημεω	to be | go abroad
αποδημος	gone abroad
αποδιδωμι	to give up | back | restore | return | to render | to pay | to give | testimony | to render account | to give up of one's own | to sell
αποδιοριζω	to mark off | to make separations
αποδοκιμαζω	to reject
αποδοχη	acceptance | approbation
αποθεσις	a putting away
αποθηκη	a storehouse | granary
αποθησαυριζω	to treasure up | store away
αποθλιβω	to press hard
αποθνησκω	to die
αποκαθιστανω	
αποκαθιστημι	to restore | to give back | bring back
αποκαλυπτω	to reveal | uncover | disclose | In LXX and NT, in special sense of divine revelation: 
αποκαλυψις	an uncovering | laying bare | a revealing | revelation
αποκαραδοκια	to watch with outstretched head | watch anxiously
αποκαταλλασσω	to reconcile completely
αποκαταστασις	restoration
αποκατιστανω	
αποκειμαι	to be laid up | in store | laid away | to be reserved
αποκεφαλιζω	to behead
αποκλειω	to shut fast
αποκοπτω	to cut off | to mutilate oneself | have oneself mutilated
αποκριμα	a judicial sentence | an answer
αποκρινω	to separate | distinguish | to choose | to answer | to begin to speak | take up the conversation
αποκρισις	an answering | an answer
αποκρυπτω	to hide | conceal | keep secret
αποκρυφος	hidden
αποκτεινω	to kill
αποκυεω	to bring forth | give birth to
αποκυλιω	to roll away
απολαμβανω	to receive from | to receive as one's due | to receive back | to take apart | aside
απολαυσις	enjoyment
απολειπω	to leave | leave behind | to be reserved | remain | to desert | abandon
απολειχω	to lick up
απολλυμι	to destroy utterly | destroy | kill | to lose utterly | to perish | the perishing | to be lost
Απολλυων	Apollyon
Απολλωνια	Apollonia
Απολλως	Apollos
απολογεομαι	to defend | to defend one's self
απολογια	a speech in defence
απολουω	to wash off | wash away | to wash off oneself | ye washed yourselves clean
απολυτρωσις	release effected by payment of ransom | redemption | deliverance
απολυω	to set free | release | to let go | dismiss | to depart
απομασσω	to wipe off | wipe clean
απονεμω	to assign | apportion
απονιπτω	to wash off
αποπιπτω	to fall off
αποπλαναω	to cause to go astray | to be led astray
αποπλεω	to sail away
αποπλυνω	to wash off
αποπνιγω	to choke
απορεω	to be at a loss | be perplexed | be in doubt
απορια	perplexity
αποριπτω	to throw away | cast forth
απορφανιζω	to be bereaved
αποσκευαζω	to pack and carry off | to pack and remove one's goods
αποσκιασμα	a shadow
αποσπαω	to draw off | away | tear away | to be parted | withdrawn
αποστασια	defection | apostasy | revolt
αποστασιον	in cl., only in phrase  | a bill of divorce
αποστεγαζω	to unroof
αποστελλω	to send away | to dispatch | to send | to send away | dismiss
αποστερεω	to defraud | deprive of | despoil | endure deprivation | bereft of
αποστολη	a sending away | discharge | dismissal | a gift | apostleship
αποστολος	a fleet | an expedition | a messenger | one sent on a mission | an Apostle
αποστοματιζω	to speak from memory | to dictate | to catechize | question
αποστρεφω	to turn away | remove | pervert | to turn back | return | to turn oneself away from
αποστυγεω	to abhor
αποσυναγωγος	expelled from the congregation | excommunicated
αποτασσω	to set apart | to take leave of | to forsake
αποτελεω	to bring to an end | complete | accomplish
αποτιθημι	to put off | aside | to put off from oneself | to put of | lay aside | to stow away | put
αποτινασσω	to shake of
αποτινω	to pay off | repay
αποτολμαω	to be quite bold | make a bold venture
αποτομια	steepness | sharpness | severity
αποτομως	abruptly | curtly | sharply | severely
αποτρεπω	to turn away | to turn oneself away from
απουσια	absence | deficiency | waste
αποφερω	to carry off | bear | lead away
αποφευγω	to flee from | escape
αποφθεγγομαι	to speak forth | give utterance
αποφορτιζομαι	to discharge a cargo | to unlade
αποχρησις	abuse | misuse
αποχωρεω	to go away | depart | withdraw
αποχωριζω	to separate | part asunder | to separate oneself
αποψυχω	to breathe out life | expire | to leave off breathing | faint
Αππιος	Appius
απροσιτος	unapproachable
απροσκοπος	not causing to stumble | not stumbling | without offence | blameless
απροσωπολημπτως	without respect of persons | impartially
απταιστος	without stumbling | sure-footed
απτω	to fasten to | to kindle | light | to fasten oneself to | cling to | lay hold of
Απφια	Apphia
απωθεω	to thrust away | to thrust away from oneself | refuse
απωλεια	destruction | waste | loss | perishing | perdition
Αρ	
αρα	then | so then( | (a prayer | a curse | malediction
Αραβια	Arabia
αραβων	
αραγε	
Αραμ	Aram
αραφος	without seam
Αραψ	an Arabian
αργεω	to be idle | lingers | late
αργος	inactive | idle | inactive | ineffective | worthless
αργυρεος	of silver
αργυριον	a piece of silver | silver | money | a silver coin
αργυροκοπος	a silversmith
αργυρος	silver
Αρειος_Παγος	Hill of Ares | Mars | Areopagus | the Court of Areopagus
Αρεοπαγιτης	a judge of the Court of Areopagus: 
αρεσκια	pleasing | desire to please
αρεσκω	to please | to render service to
αρεστος	pleasing | agreeable
Αρετας	Aretas
αρετη	moral goodness | virtue | excellencies
αρην	a lamb
αριθμεω	to number
αριθμος	number | a number
Αριμαθεια	Arimathæa
Αριος	
Αρισταρχος	Aristarchus
αρισταω	to breakfast | to take a meal | dine
αριστερος	left | on the left | on the left
Αριστοβουλος	Aristobulus
αριστον	breakfast | dinner
αρκετος	sufficient
αρκεω	to keep off | to assist | to suffice | to be satisfied
αρκος	a bear
αρμα	a chariot
Αρμαγεδων	Har-Magedon
αρμοζω	to fit | join | of marriage | to betroth | to join to oneself | marry | take to wife | to give in marriage
αρμος	a joining | joint
αρνας	
Αρνει	Arnei
αρνεομαι	to deny | say no | to deny | refuse to acknowledge | disown | to deny | abjure
αρνιον	a little lamb | a lamb
αροτριαω	to plough
αροτρον	a plough
αρπαγη	pillage | plundering | robbery
αρπαγμος	the act of seizing | robbery | a thing seized | a prize
αρπαζω	to seize | catch up | snatch away | carry off by force
αρπαξ	rapacious | a swindler | an extortioner
αρραβων	an earnest
αρραφος	
αρρην	
αρρητος	unspoken | unspeakable
αρρωστος	feeble | sickly
αρσενοκοιτης	a sodomite
αρσην	male
Αρτεμας	Artemas
Αρτεμις	Artemis
